date de saisie;Activitées;description; Montant Brut ;Type;Années
08/11/2021;Marketing & Sales;Charge - Marketing & Sales - fournisseur 930;773 191;Dépenses;2021
25/06/2021;Packaging Purchases;Charge - Packaging Purchases - fournisseur 661;710 601;Dépenses;2021
27/08/2021;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 318;339 659;Dépenses;2021
25/03/2021;Export Sales;Vente - Export Sales - client 2625;628 428;Revenu;2021
09/10/2021;Export Sales;Vente - Export Sales - client 8591;842 340;Revenu;2021
04/03/2021;Wholesale Sales;Vente - Wholesale Sales - client 9042;2 746 161;Revenu;2021
23/11/2021;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 512;518 907;Dépenses;2021
19/09/2021;Retail Sales;Vente - Retail Sales - client 3139;4 303 197;Revenu;2021
05/10/2021;Export Sales;Vente - Export Sales - client 2785;957 788;Revenu;2021
04/09/2021;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 514;175 251;Dépenses;2021
07/11/2021;Wholesale Sales;Vente - Wholesale Sales - client 3738;3 057 232;Revenu;2021
10/07/2021;Administrative Salaries;Charge - Administrative Salaries - fournisseur 627;565 829;Dépenses;2021
04/03/2021;Wholesale Sales;Vente - Wholesale Sales - client 8827;2 453 401;Revenu;2021
02/05/2021;Marketing & Sales;Charge - Marketing & Sales - fournisseur 406;461 167;Dépenses;2021
17/11/2021;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 926;4 954 366;Dépenses;2021
08/11/2021;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 862;1 722 161;Dépenses;2021
10/11/2021;Wholesale Sales;Vente - Wholesale Sales - client 8803;2 620 573;Revenu;2021
17/02/2021;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 996;2 626 026;Dépenses;2021
22/05/2021;Wholesale Sales;Vente - Wholesale Sales - client 3093;2 305 105;Revenu;2021
24/06/2021;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 953;419 927;Dépenses;2021
27/07/2021;Maintenance;Charge - Maintenance - fournisseur 714;166 642;Dépenses;2021
17/09/2021;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 929;190 246;Dépenses;2021
22/02/2021;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 884;370 687;Dépenses;2021
14/10/2021;Depreciation;Charge - Depreciation - fournisseur 370;905 767;Dépenses;2021
22/04/2021;Marketing & Sales;Charge - Marketing & Sales - fournisseur 779;623 576;Dépenses;2021
14/07/2021;Packaging Purchases;Charge - Packaging Purchases - fournisseur 626;716 642;Dépenses;2021
04/11/2021;Export Sales;Vente - Export Sales - client 2641;1 516 078;Revenu;2021
25/12/2021;Maintenance;Charge - Maintenance - fournisseur 408;130 037;Dépenses;2021
13/08/2021;Other Operating Income;Vente - Other Operating Income - client 1110;289 418;Revenu;2021
05/06/2021;Depreciation;Charge - Depreciation - fournisseur 989;-124 567;Dépenses;2021
05/03/2021;Administrative Salaries;Charge - Administrative Salaries - fournisseur 237;388 930;Dépenses;2021
12/09/2021;Maintenance;Charge - Maintenance - fournisseur 785;222 435;Dépenses;2021
05/01/2021;Export Sales;Vente - Export Sales - client 2796;458 874;Revenu;2021
11/05/2021;Administrative Salaries;Charge - Administrative Salaries - fournisseur 871;269 717;Dépenses;2021
26/08/2021;Retail Sales;Vente - Retail Sales - client 3292;5 244 970;Revenu;2021
02/09/2021;Rent;Charge - Rent - fournisseur 450;283 805;Dépenses;2021
10/03/2021;Other Operating Income;Vente - Other Operating Income - client 8699;365 798;Revenu;2021
13/04/2021;Depreciation;Charge - Depreciation - fournisseur 803;195 120;Dépenses;2021
28/02/2021;Other Operating Income;Vente - Other Operating Income - client 5082;313 673;Revenu;2021
28/11/2021;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 220;2 076 783;Dépenses;2021
10/07/2021;Marketing & Sales;Charge - Marketing & Sales - fournisseur 567;920 886;Dépenses;2021
03/04/2021;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 287;1 802 153;Dépenses;2021
06/10/2021;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 377;605 448;Dépenses;2021
03/03/2021;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 345;3 419 142;Dépenses;2021
26/01/2021;Export Sales;Vente - Export Sales - client 1525;440 685;Revenu;2021
14/08/2021;Export Sales;Vente - Export Sales - client 4070;762 585;Revenu;2021
16/08/2021;Rent;Charge - Rent - fournisseur 209;177 587;Dépenses;2021
22/07/2021;Export Sales;Vente - Export Sales - client 8575;616 262;Revenu;2021
12/11/2021;Marketing & Sales;Charge - Marketing & Sales - fournisseur 887;576 557;Dépenses;2021
14/12/2021;Retail Sales;Vente - Retail Sales - client 2897;9 486 178;Revenu;2021
16/09/2021;Retail Sales;Vente - Retail Sales - client 8449;3 742 114;Revenu;2021
10/04/2021;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 980;421 012;Dépenses;2021
11/03/2021;Wholesale Sales;Vente - Wholesale Sales - client 8216;2 656 579;Revenu;2021
04/04/2021;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 902;2 625 843;Dépenses;2021
08/08/2022;Maintenance;Charge - Maintenance - fournisseur 877;58 726;Dépenses;2022
04/12/2022;Wholesale Sales;Vente - Wholesale Sales - client 5489;2 521 131;Revenu;2022
05/11/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 300;4 402 032;Dépenses;2022
17/11/2022;Other Operating Income;Vente - Other Operating Income - client 6115;369 949;Revenu;2022
12/11/2022;Other Operating Income;Vente - Other Operating Income - client 9314;457 819;Revenu;2022
05/07/2022;Other Operating Income;Vente - Other Operating Income - client 4354;296 536;Revenu;2022
28/02/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 603;684 557;Dépenses;2022
10/05/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 895;441 857;Dépenses;2022
14/04/2022;Export Sales;Vente - Export Sales - client 4726;414 221;Revenu;2022
18/12/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 257;1 239 002;Dépenses;2022
11/04/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 937;500 392;Dépenses;2022
27/01/2022;Wholesale Sales;Vente - Wholesale Sales - client 9468;1 915 722;Revenu;2022
22/08/2022;Professional fees;Charge - Professional fees - fournisseur 671;225 375;Dépenses;2022
12/07/2022;Maintenance;Charge - Maintenance - fournisseur 595;94 783;Dépenses;2022
26/11/2022;Retail Sales;Vente - Retail Sales - client 3260;5 033 555;Revenu;2022
07/03/2022;Retail Sales;Vente - Retail Sales - client 3975;3 458 767;Revenu;2022
04/01/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 440;2 764 085;Dépenses;2022
27/05/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 901;398 380;Dépenses;2022
08/05/2022;Depreciation;Charge - Depreciation - fournisseur 948;203 949;Dépenses;2022
23/04/2022;Retail Sales;Vente - Retail Sales - client 3315;3 399 228;Revenu;2022
15/03/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 568;292 108;Dépenses;2022
21/03/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 982;308 373;Dépenses;2022
01/02/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 828;606 360;Dépenses;2022
13/08/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 784;46 868;Dépenses;2022
27/03/2022;Rent;Charge - Rent - fournisseur 699;114 252;Dépenses;2022
05/12/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 893;414 997;Dépenses;2022
11/11/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 821;422 611;Dépenses;2022
20/12/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 516;644 929;Dépenses;2022
12/05/2022;Wholesale Sales;Vente - Wholesale Sales - client 2838;2 293 227;Revenu;2022
22/01/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 482;69 461;Dépenses;2022
11/04/2022;Other Operating Income;Vente - Other Operating Income - client 4016;264 445;Revenu;2022
05/08/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 322;1 165 168;Dépenses;2022
03/11/2022;Export Sales;Vente - Export Sales - client 5940;1 166 614;Revenu;2022
17/01/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 206;113 430;Dépenses;2022
24/11/2022;Wholesale Sales;Vente - Wholesale Sales - client 5986;6 443 562;Revenu;2022
09/08/2022;Export Sales;Vente - Export Sales - client 5932;886 364;Revenu;2022
28/01/2022;Other Operating Income;Vente - Other Operating Income - client 1891;269 717;Revenu;2022
28/04/2022;Wholesale Sales;Vente - Wholesale Sales - client 5792;2 743 365;Revenu;2022
28/11/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 269;172 097;Dépenses;2022
15/10/2022;Other Operating Income;Vente - Other Operating Income - client 8861;973 586;Revenu;2022
04/01/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 875;60 928;Dépenses;2022
16/12/2022;Maintenance;Charge - Maintenance - fournisseur 583;114 673;Dépenses;2022
10/04/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 607;227 769;Dépenses;2022
05/03/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 764;2 751 364;Dépenses;2022
12/04/2022;Maintenance;Charge - Maintenance - fournisseur 838;62 824;Dépenses;2022
14/04/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 602;221 234;Dépenses;2022
19/03/2022;Rent;Charge - Rent - fournisseur 769;55 714;Dépenses;2022
17/07/2022;Other Operating Income;Vente - Other Operating Income - client 5380;376 878;Revenu;2022
03/07/2022;Professional fees;Charge - Professional fees - fournisseur 543;208 990;Dépenses;2022
18/08/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 431;444 881;Dépenses;2022
24/07/2022;Maintenance;Charge - Maintenance - fournisseur 634;80 455;Dépenses;2022
16/02/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 460;386 792;Dépenses;2022
04/03/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 731;393 487;Dépenses;2022
24/07/2022;Retail Sales;Vente - Retail Sales - client 8014;3 515 506;Revenu;2022
23/12/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 809;760 191;Dépenses;2022
21/10/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 491;4 883 759;Dépenses;2022
27/01/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 561;841 067;Dépenses;2022
19/08/2022;Maintenance;Charge - Maintenance - fournisseur 959;73 108;Dépenses;2022
10/01/2022;Export Sales;Vente - Export Sales - client 2417;490 445;Revenu;2022
12/01/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 470;363 997;Dépenses;2022
24/08/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 770;248 075;Dépenses;2022
12/03/2022;Retail Sales;Vente - Retail Sales - client 9165;3 880 800;Revenu;2022
02/07/2022;Export Sales;Vente - Export Sales - client 9698;513 324;Revenu;2022
25/12/2022;Retail Sales;Vente - Retail Sales - client 9011;3 605 723;Revenu;2022
21/09/2022;Retail Sales;Vente - Retail Sales - client 9142;7 184 704;Revenu;2022
24/10/2022;Depreciation;Charge - Depreciation - fournisseur 907;203 823;Dépenses;2022
15/10/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 701;413 493;Dépenses;2022
12/03/2022;Other Operating Income;Vente - Other Operating Income - client 7189;212 523;Revenu;2022
03/10/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 764;1 138 308;Dépenses;2022
06/04/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 348;434 484;Dépenses;2022
28/06/2022;Professional fees;Charge - Professional fees - fournisseur 622;105 970;Dépenses;2022
17/03/2022;Wholesale Sales;Vente - Wholesale Sales - client 2539;3 780 659;Revenu;2022
24/04/2022;Depreciation;Charge - Depreciation - fournisseur 695;204 737;Dépenses;2022
10/04/2022;Professional fees;Charge - Professional fees - fournisseur 269;76 795;Dépenses;2022
15/06/2022;Maintenance;Charge - Maintenance - fournisseur 976;64 708;Dépenses;2022
05/11/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 888;3 001 403;Dépenses;2022
08/01/2022;Retail Sales;Vente - Retail Sales - client 9608;3 017 517;Revenu;2022
26/09/2022;Wholesale Sales;Vente - Wholesale Sales - client 9268;2 501 742;Revenu;2022
07/05/2022;Export Sales;Vente - Export Sales - client 3174;586 380;Revenu;2022
26/05/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 886;733 475;Dépenses;2022
15/05/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 690;473 072;Dépenses;2022
06/12/2022;Retail Sales;Vente - Retail Sales - client 7336;3 428 925;Revenu;2022
11/02/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 563;410 258;Dépenses;2022
04/01/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 365;76 407;Dépenses;2022
14/08/2022;Depreciation;Charge - Depreciation - fournisseur 232;183 548;Dépenses;2022
27/09/2022;Depreciation;Charge - Depreciation - fournisseur 807;349 495;Dépenses;2022
28/12/2022;Maintenance;Charge - Maintenance - fournisseur 329;158 199;Dépenses;2022
03/12/2022;Professional fees;Charge - Professional fees - fournisseur 763;111 777;Dépenses;2022
08/06/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 246;292 284;Dépenses;2022
02/12/2022;Export Sales;Vente - Export Sales - client 4678;2 137 402;Revenu;2022
16/10/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 237;550 379;Dépenses;2022
02/10/2022;Maintenance;Charge - Maintenance - fournisseur 715;175 085;Dépenses;2022
17/11/2022;Other Operating Income;Vente - Other Operating Income - client 7926;389 944;Revenu;2022
01/01/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 714;731 725;Dépenses;2022
24/10/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 707;;Dépenses;2022
14/02/2022;Other Operating Income;Vente - Other Operating Income - client 6172;248 059;Revenu;2022
22/08/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 508;543 824;Dépenses;2022
22/01/2022;Retail Sales;Vente - Retail Sales - client 4495;4 474 262;Revenu;2022
01/05/2022;Export Sales;Vente - Export Sales - client 6119;580 289;Revenu;2022
19/02/2022;Other Operating Income;Vente - Other Operating Income - client 4580;206 412;Revenu;2022
28/10/2022;Professional fees;Charge - Professional fees - fournisseur 906;147 756;Dépenses;2022
28/04/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 649;641 260;Dépenses;2022
17/05/2022;Wholesale Sales;Vente - Wholesale Sales - client 8270;2 302 963;Revenu;2022
03/10/2022;Rent;Charge - Rent - fournisseur 766;257 227;Dépenses;2022
05/09/2022;Professional fees;Charge - Professional fees - fournisseur 680;66 471;Dépenses;2022
06/08/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 959;931 512;Dépenses;2022
26/12/2022;Rent;Charge - Rent - fournisseur 739;201 071;Dépenses;2022
08/09/2022;Maintenance;Charge - Maintenance - fournisseur 841;56 616;Dépenses;2022
19/09/2022;Retail Sales;Vente - Retail Sales - client 2552;7 397 931;Revenu;2022
15/12/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 661;81 573;Dépenses;2022
03/04/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 665;597 611;Dépenses;2022
05/04/2022;Other Operating Income;Vente - Other Operating Income - client 5485;283 528;Revenu;2022
18/01/2022;Maintenance;Charge - Maintenance - fournisseur 812;62 831;Dépenses;2022
19/01/2022;Depreciation;Charge - Depreciation - fournisseur 810;243 995;Dépenses;2022
10/02/2022;Depreciation;Charge - Depreciation - fournisseur 599;169 321;Dépenses;2022
10/12/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 566;788 313;Dépenses;2022
